smiles	CYP3A4	hERG_pIC50
CC1(CCN(CC1)C(=O)c2c(Cl)c[n+]([O-])cc2Cl)N3CCC(CC3)N(c4ccccc4)c5cccnc5	*	5.36
CC1(CCN(CC1)C(=O)c2c(Cl)cncc2Cl)N3CCC(CC3)N(c4ccccc4)c5cccnc5	*	5.7
CC1(CN(C1)c2cc(COc3ccc(F)c(F)c3F)nc(n2)c4ccccn4)C#N	*	5
CC1(CO)C(O)CCC2(C)C(C\C=C/3\C(O)COC3=O)C(=C)CCC12	4.8	*
CC1(COc2ccc(C[C@H]3SC(=O)NC3=O)cc2)CCCCC1	4.8	*
CC1(N(CCc2ccccn2)C(=O)c3ccccc13)C(=O)NCc4ccc(OC(F)(F)F)cc4	*	4.96
CC1(N[C@H](Cc2c1[nH]c3ccccc23)c4nc(c[nH]4)c5ccc(F)cc5)c6ccccc6	*	5.54
CC1(NC(=O)N(CC(=O)NCCC2=CCCCC2)C1=O)c3ccccc3	4.7	*
CC1(O)CN(C1)S(=O)(=O)c2ccc3C(=CNC(=O)c3c2)C(=O)NC[C@@H](O)CN4CCC(CC4)Oc5ccc(Cl)c(Cl)c5	*	5.5
CC1(Oc2cccc(F)c2C(=N1)N)c3cccc(c3)c4cncnc4	*	5.05
CC1(Oc2ccccc2C(=N1)N)c3cccc(c3)c4cccnc4	*	5.55
CC1(Oc2ccccc2C(=N1)N)c3cccc(c3)c4cncnc4	*	5.24
CC1(OCCC(=N1)N)c2cccc(c2)c3cccc(Cl)c3	*	5.21
CC1(Sc2ccccc2C(=N1)N)c3cccc(c3)c4cncnc4	*	5.22
Cc1[nH]c(cc1C(=O)NCCCN2CCN(CC2)c3cccc(Cl)c3Cl)c4ccccc4	*	7
Cc1[nH]c2ccc(O)cc2c1CCN	4.8	*
Cc1[nH]c2ccccc2c1C(=O)\C=C\c3ccccc3	5.05	*
Cc1[nH]c2ccccc2c1C3CCCN(Cc4ccc(\C=C\C(=O)NO)cc4)C3	*	4.56
Cc1[nH]c2ccccc2c1C3CCN(Cc4ccc(\C=C\C(=O)NO)cc4)C3	*	4.87
Cc1[nH]c2ccccc2c1CC3CCCCN3Cc4ccc(\C=C\C(=O)NO)cc4	*	5.04
Cc1[nH]c2ccccc2c1CCN(CCF)Cc3ccc(\C=C\C(=O)NO)cc3	*	5.24
Cc1[nH]c2ccccc2c1CCN3Cc4ccc(\C=C\C(=O)NO)cc4C3	*	5.32
Cc1[nH]c2ccccc2c1CCN3CCc4cc(\C=C\C(=O)NO)ccc4C3	*	4.83
Cc1[nH]c2ccccc2c1CCN3CCc4ccc(\C=C\C(=O)NO)cc4C3	*	5.57
Cc1[nH]c2ccccc2c1CCN3CCc4ccc(\C=C\C(=O)NO)cc4CC3	*	5.5
Cc1[nH]c2ccccc2c1CCN3CCCC3c4ccc(\C=C\C(=O)NO)cc4	*	4.71
Cc1[nH]c2ccccc2c1CCNC(=O)c3ccc4C(=O)c5ccccc5C(=O)c4c3[N+](=O)[O-]	5.05	*
Cc1[nH]cnc1CN2CCc3c(C2=O)c4ccccc4n3C	6.22	5.49
Cc1[nH]nc(C(=O)N[C@@H]2CC(C)(C)Oc3nc(c4ccc(Cl)cc4Cl)c(cc23)c5ccc(Cl)cc5)c1C	*	5.06
Cc1[nH]nc2c3cc(C4CCCCC4)c(cc3N(C[C@H](F)CN)C(=O)c12)C5CCCCC5	*	4.88
Cc1[nH]nc2c3cc(C4CCCCC4)c(cc3N(CCCN)C(=O)c12)C5CCCCC5	*	5.28
Cc1[nH]nc2ccc(cc12)c3cc(OC[C@@H](N)Cc4c[nH]c5ccccc45)cnc3c6cocc6	7.3	*
CC1=C(\C=N\c2ccc3[nH]c(O)nc3c2)C(=O)N(N1)c4ccc(C)c(C)c4	4.85	*
CC1=C(Br)C(=O)C(=C(Br)C1=O)C.Cc2c(O)c(Br)c(C)c(O)c2Br	5.3	*
CC1=C(C#N)C(=O)Oc2ccc3ccccc3c12	5.45	*
CC1=C(C#N)C(Nc2ccc(Cl)cn2)(C(=O)N1)C(F)(F)F	4.8	*
CC1=C(C(=O)c2ccc(O)c(C)c2O1)c3ccc4ccccc4n3	5.1	*
CC1=C(C(=O)c2ccc(O)cc2O1)c3cnn(c3)c4ccccc4	4.5	*
CC1=C(C(=O)N(C[C@H](N)c2ccccc2)C(=O)N1Cc3c(F)cccc3C(F)(F)F)c4cccc(OCCCC(=O)O)c4	5	*
CC1=C(C(=O)N(C[C@H](N)c2ccccc2)C(=O)N1Cc3c(F)cccc3C(F)(F)F)c4cccc(OCCCCC(=O)O)c4	4.66	*
CC1=C(C(=O)N(C[C@H](N)c2ccccc2)C(=O)N1Cc3c(F)cccc3C(F)(F)F)c4cccc(OCCCCC(=O)O)c4F	4.55	*
CC1=C(C(=O)N(C[C@H](N)c2ccccc2)C(=O)N1Cc3c(F)cccc3C(F)(F)F)c4cccc(OCCCCCC(=O)O)c4F	5.09	*
CC1=C(C(=O)NCc2cccnc2)C(=CC(=O)O1)C	4.6	*
CC1=C(C(C2=C(O)CC(CC2=N1)c3ccccc3)c4ccsc4)C(=O)Nc5ccccc5F	5.45	*
CC1=C(C(c2ccccc2)n3nc(nc3N1)c4ccncc4)C(=O)N	4.95	*
CC1=C(C(c2ccccn2)n3nc(SCc4ccccc4Cl)nc3N1)C(=O)N	5.2	*
CC1=C(C(c2cccnc2)n3nc(nc3N1)c4cccs4)C(=O)Nc5cccnc5	4.85	*
CC1=C(C(c2cccs2)n3nc(nc3N1)c4cccc(Cl)c4)C(=O)N	4.9	*
CC1=C(C(N=C(N1)c2ccccc2)c3ccc(F)cc3)C(=O)Nc4ccc5[nH]ncc5c4	6.46	*
CC1=C(C(N=C(N1)c2ccnc(Cl)c2)c3ccc(Cl)cc3F)C(=O)Nc4cc5cn[nH]c5cc4F	5.6	*
CC1=C(C(N=C(N1)c2ccnc(Cl)c2)c3ccc(Cl)cc3F)C(=O)Nc4ccc5[nH]ncc5c4	5.26	*
CC1=C(C(NC(=O)N1CCCCCC(=O)O)c2ccc(cc2)[N+](=O)[O-])C(=O)OCc3ccccc3	5	*
CC1=C(C(NC(=O)N1CCCCCC(=O)O)c2ccc(cc2)C(F)(F)F)C(=O)OCc3ccccc3	4.8	*
CC1=C(C(NC(=O)N1CCCCCC(=O)O)c2ccc(cc2)C3CCCCC3)C(=O)OCc4ccccc4	5.1	*
CC1=C(C(NC(=O)N1CCCCCC(=O)O)c2ccc(Cl)cc2)C(=O)OCc3ccccc3	5	*
CC1=C(C(NC(=O)N1CCCCCC(=O)O)c2ccc3ccccc3c2)C(=O)OCc4ccccc4	5	*
CC1=C(C(NC(=O)N1CCCCCC(=O)O)C2CCCCC2)C(=O)OCc3ccccc3	4.8	*
CC1=C(C(NC(=O)N1CCCCCC(=O)O)c2ccccc2c3ccccc3)C(=O)OCc4ccccc4	5	*
CC1=C(C)C(=O)C(=C(C)C1=O)CCCCC#CCCCC#CCO	6.1	*
CC1=C(C)c2ccc(OCCCCN3CCC(CC3)c4noc5cc(F)ccc45)cc2OC1=O	*	6.71
CC1=C(C=C(NC(=O)c2ccccc2)C(=O)O1)C(=O)c3ccccc3	5.1	*
CC1=C(C2Nc3ccccc3c4nnc(SCC=C)nc4O2)C(=O)N(N1)c5ccccc5	4.85	*
CC1=C(CC(=O)O)c2cc(F)ccc2/C/1=C\c3ccc(cc3)S(=O)(=O)C	4.7	*
CC1=C(CCC(=O)O)C2=N/C/1=C\C3=[N+]4[ZnH2-2][N+]5=C(\C=C\6/N=C(\C=C/4\C(=C3C)C=C)C(=C6C=C)C)C(=C(CCC(=O)O)/C/5=C/2)C	4.5	*
CC1=C(CCN2CCC(=C(c3ccc(F)cc3)c4ccc(F)cc4)CC2)C(=O)N5C=CSC5=N1	4.7	*
CC1=C(CCN2CCC(CC2)C(=O)c3ccc(F)cc3)C(=O)N4C=CC=CC4=N1	4.7	*
CC1=C(CCN2CCC(CC2)c3noc4cc(F)ccc34)C(=O)N5CCCC(O)C5=N1	*	5.89
CC1=C(CCN2CCC(CC2)C3NOc4cc(F)ccc34)C(=O)N5CCCCC5=N1	*	6.82
CC1=C(CCN2CCC(CC2)c3noc4cc(F)ccc34)C(=O)N5CCCCC5=N1	*	5.38
CC1=C(CCO)C(=O)N(N1S(=O)(=O)c2c(Cl)cc(Cl)cc2Cl)c3ccccc3	5.35	*
CC1=C(CCOC(=O)c2ccc(C)cc2)C(=O)N(N1)c3ccccc3	5.25	*
CC1=C(CCOC(=O)c2ccc(cc2)C(F)(F)F)C(=O)N(N1)c3ccccc3	4.85	*
CC1=C(CCOC(=O)c2cccc(c2)C(F)(F)F)C(=O)N(N1)c3ccccc3	5.5	*
CC1=C(N2[C@@H](SC1)[C@H](NC(=O)[C@@H](N)C3=CCC=CC3)C2=O)C(=O)O	4.7	*
CC1=C(N2[C@@H](SC1)[C@H](NC(=O)[C@@H](N)c3ccccc3)C2=O)C(=O)O	7.4	*
CC1=C(O)C(=O)C=C2C1=CC=C3[C@]2(C)CC[C@@]4(C)[C@@H]5C[C@@](C)(CC[C@@]5(C)CC[C@@]34C)C(=O)O	4.6	*
CC1=C(Oc2c(cccc2C1=O)C(=O)OCCN3CCCCC3)c4ccccc4	5	4.62
CC1=C(Oc2cc(O)ccc2C1=O)c3ccccc3	4.8	*
CC1=C(Oc2ccccc2S1(=O)=O)c3ccc(OCCCN4CCCC4)cc3	*	6.33
CC1=C(Oc2ccccc2S1)c3ccc(OCCCN4CCCC4)cc3	*	8.36
CC1=C(Sc2ccc(Cl)cc2)C(=O)N(N1)C(C)(C)C	4.8	*
CC1=C[C@@H]([C@@H](O)C(C)(C)C1)[C@H]2\C(=N/O)\C=C(C)CC2(C)C	5.3	*
CC1=C[C@@H](O)[C@@]23O[C@]2(C)C[C@@H]4OC(=O)C(=C4C[C@@H]13)C	4.01	*
CC1=C\C(=C(\c2ccc(O)c(C)c2)/c3ccccc3C(=O)O)\C=CC1=O	5.8	*
CC1=C2[C@@H](CC3=C(C)C(=O)O[C@H]3C1)C(=CC2=O)C	5.06	*
CC1=C2C(=CC(=O)N1Cc3ccccn3)NN(C2=O)c4ccccc4Cl	4.68	*
CC1=C2CCC3C4CCC(=O)[C@@]4(C)CCC3[C@]2(C)CCC1=O	5.3	*
CC1=C2NC3=CC(=O)C=CC3=C2C=CN1	4.4	*
CC1=CC(=C(\C=N\Nc2cccc(Cl)c2)C(=O)O1)O	5.25	*
CC1=CC(=C2C(=O)c3ccccc3C2=O)C=C(C)N1Cc4occc4	4.85	*
CC1=CC(=C2C(=O)c3ccccc3C2=O)C=C(C)O1	4.85	*
CC1=CC(=CC(=O)O1)O	4.4	*
CC1=CC(=NNC1=O)Cc2ccc(Cl)c(Oc3cc(F)cc(c3)C#N)c2F	4.62	*
CC1=CC(=O)C=C2Oc3cc(N)c(c(C)c3N=C12)c4c(C)cc(O)cc4O	4.4	*
CC1=CC(=O)C2C(C)(C)CCC[C@@]2(C)[C@@]1(O)CCc3cocc3	4.8	*
CC1=CC(=O)c2c(O)cc(O)c(C)c2O1	4.6	*
CC1=CC(=O)c2c(O)cccc2C1=O	4.5	*
CC1=CC(=O)c2ccccc2C1=O	4.4	*
CC1=CC(=O)N(C1c2ccc(Cl)cc2)c3cccc(c3)C(F)(F)F	5	*
CC1=CC(=O)N2C(N=C(Nc3ccc(C)cc3C)NC2=N1)c4ccccc4	4.85	*
CC1=CC(=O)N2N=C(C=CC2=N1)N3CC[C@@H]([C@@H](N)C3)c4cc(F)c(F)cc4F.OC(=O)C(F)(F)F	*	4.48
CC1=CC(=O)Oc2c(C)c(OCCCCN3CCC(CC3)c4noc5cc(F)ccc45)ccc12	*	6.65
CC1=CC(=O)Oc2c(C)c3oc(C)cc3cc12	5.1	*
CC1=CC(=O)Oc2c(Cl)c(OCCCCN3CCC(CC3)c4noc5cc(F)ccc45)ccc12	*	5.8
CC1=CC(=O)Oc2c(O)c(O)ccc12	4.6	*
CC1=CC(=O)Oc2cc(O)c(O)cc12	4.8	*
CC1=CC(=O)Oc2cc(O)cc(O)c12	5.2	*
CC1=CC(=O)Oc2cc(OCCCCN3CCC(CC3)c4noc5cc(F)ccc45)ccc12	*	6.8
CC1=CC(C)(C)N(C(=O)c2ccccc2)c3ccc(C)cc13	5.35	*
CC1=CC(C)(C)N=C(S)N1c2cccc(C)c2	4.6	*
CC1=CC(C)(C)Nc2ccc(CSc3ccccc3)cc12	5.4	*
CC1=CC(C)(C)Nc2ccccc12	5	*
CC1=CC[C@@H]2[C@@H](C1)c3c(O)cc(CC#CCCCNS(=O)(=O)C)cc3OC2(C)C	5.6	*
CC1=CC=CN2C(=O)C(=C(N=C12)N3CCCC3)\C=N\O	4.9	*
CC1=CC2=C(C(C(=C(N)O2)C#N)c3cccs3)C(=O)N1Cc4ccc(C)cc4	5.85	*
CC1=CCc2c(O)c3C(=O)C=C(C)Oc3cc2OC1	4.6	*
CC1=CCCC2(C)OC2[C@H]3OC(=O)C(=C)[C@@H]3CC1	4.5	*
CC1=CN([C@H]2CCCN(C2)S(=O)(=O)c3ccc(O)c(Oc4cccc(Cl)c4)c3)C(=O)NC1=O	*	4.57
CC1=CNC(=O)N(CCCN2CCN(CC2)c3ccccc3OCC(F)(F)F)C1=O	4.8	*
CC1=N\C(=C/c2ccc(cc2)[N+](=O)[O-])\C(=O)N1c3ccc(Br)c(C)c3	5.55	*
CC1=NC(=C(C#N)C(/C/1=C(\O)/OCC=C)c2ccc(Cl)cc2)SCC(=O)Nc3nccs3	5.9	*
CC1=NC(N=C1N)(C2CC2)c3cccc(c3)c4cncc(Cl)c4	*	4.91
CC1=NC(N=C1N)(C2CCCCC2)c3cccc(c3)c4cccnc4	*	4.54
CC1=NC2=C(N=Nc3ccc(C)cc3)C(=O)NN2C(=C1)C	4.6	*
CC1=Nc2c(C)cccc2C(=O)N1c3ccc(OCCCN4CCCC4)cc3	*	5.8
CC1=Nc2c(cccc2C(F)(F)F)C(=O)N1c3ccc(OCCCN4CCCC4)cc3	*	6.46
CC1=Nc2c(Cl)cccc2C(=O)N1c3ccc(OC4CCN(CC4)C5CCC5)cc3	*	5.48
CC1=Nc2c(F)cccc2C(=O)N1c3ccc(OCCCN4CCCC4)cc3	*	5
CC1=Nc2cc(\C=C\C(=O)NO)ccc2C(=O)N1CCc3ccccc3	5.19	*
CC1=Nc2cc(C)ccc2C(=O)N1c3ccc(OCCCN4CCCC4)cc3	*	5.17
CC1=Nc2cc(ccc2C(=O)N1c3ccc(OCCCN4CCCC4)cc3)C(F)(F)F	*	5.59
CC1=Nc2cc(Cl)ccc2C(=O)N1c3ccc(OC4CCN(CC4)C5CCC5)cc3	*	5.41
CC1=Nc2cc(F)ccc2C(=O)N1c3ccc(OCCCN4CCCC4)cc3	*	5.22
CC1=Nc2ccc(C)cc2C(=O)N1c3ccc(OCCCN4CCCC4)cc3	*	5
CC1=Nc2ccc(Cl)cc2C(=O)N1c3ccc(OC4CCN(CC4)C5CCC5)cc3	*	5.27
CC1=Nc2ccc(F)cc2C(=O)N1c3ccc(OCCCN4CCCC4)cc3	*	5.6
CC1=Nc2cccc(C)c2C(=O)N1c3ccc(OCCCN4CCCC4)cc3	*	5.18
CC1=Nc2cccc(c2C(=O)N1c3ccc(OCCCN4CCCC4)cc3)C(F)(F)F	*	5
CC1=Nc2cccc(Cl)c2C(=O)N1c3ccc(OCCCN4CCCC4)cc3	*	5.09
CC1=Nc2cccc(F)c2C(=O)N1c3ccc(OCCCN4CCCC4)cc3	*	5
CC1=Nc2ccccc2/C/1=C\c3nc(oc3O)c4ccc(cc4)C(F)(F)F	4.55	*
CC1=Nc2ccccc2C(=O)N1c3ccc(O[C@@H]4CC[C@@H](CC4)N5CCCC5)cc3	*	5.1
CC1=Nc2ccccc2C(=O)N1c3ccc(OC4CCC(C4)N5CCCC5)cc3	*	5
CC1=Nc2ccccc2C(=O)N1c3ccc(OC4CCCN(CC4)C5CCC5)cc3	*	5.14
CC1=Nc2ccccc2C(=O)N1c3ccc(OC4CCCN(CC4)C5CCCC5)cc3	*	5.17
CC1=Nc2ccccc2C(=O)N1c3ccc(OCCCN4CCCC4)cc3	*	5
CC1=Nc2ccccc2C(=O)N1c3ccc(OCCCN4CCCCC4)cc3	*	5.07
CC1=Nc2ccccc2C(=O)N1c3ccc(OCCCN4CCCCCC4)cc3	*	5.18
CC1=Nc2ccccc2C(=O)N1NC(=O)c3ccccc3Cl	4.65	*
CC1=Nc2cnc(nc2N(C1=O)c3ccccc3)N4CCNCC4	4.5	*
CC1=Nc2cnc(nc2N(C3CC3)C1=O)N4CCOCC4	4.8	*
CC1=Nc2cnc(nc2N(Cc3ccc(F)cc3)C1=O)N4CCNCC4	4.8	*
CC1=Nc2cnc(nc2N(Cc3ccc(F)cc3)C1=O)N4CCOCC4	4.9	*
CC1=Nc2cnc(nc2N(Cc3cccs3)C1=O)N4CCNCC4	5.5	*
CC1=Nc2cnc(nc2N(Cc3cccs3)C1=O)N4CCOCC4	5.1	*
CC1=Nc2cnc(nc2N(CCc3ccccc3)C1=O)N4CCNCC4	4.8	*
CC1=Nc2cnc(nc2N(CCc3ccccc3)C1=O)N4CCOCC4	4.8	*
CC1=Nc2cnc(Nc3ccccc3)nc2N(C[C@H]4CCCO4)C1=O	4.8	*
CC1=Nc2cnc(Nc3ccccc3)nc2N(C4CC4)C1=O	5.2	*
CC1=Nc2cnc(Nc3ccccc3)nc2N(Cc4cccs4)C1=O	5.1	*
CC1=Nc2cnc(Nc3ccccc3)nc2N(CCc4ccccc4)C1=O	5	*
CC1=Nc2cnc(Oc3cccc(Cl)c3)nc2N(C[C@H]4CCCO4)C1=O	4.8	*
CC1=Nc2cnc(Oc3cccc(Cl)c3)nc2N(Cc4ccc(F)cc4)C1=O	4.8	*
CC1=Nc2cnc(Oc3cccc(Cl)c3)nc2N(CCC#N)C1=O	4.8	*
CC1=Nc2cnc(Oc3ccccc3)nc2N(C1=O)c4ccccc4	4.6	*
CC1=Nc2cnc(Oc3ccccc3)nc2N(C4CC4)C1=O	4.6	*
CC1=Nc2cnc(Oc3ccccc3)nc2N(Cc4cccs4)C1=O	5	*
CC1=Nc2cnc(Oc3ccccc3)nc2N(CCC#N)C1=O	4.6	*
CC1=Nc2cnc(Oc3ccccc3)nc2N(CCc4ccccc4)C1=O	4.7	*
CC1=Nc2cnc(OCc3ccccc3)nc2N(Cc4ccc(F)cc4)C1=O	5.1	*
CC1=Nc2cnc(OCc3ccccc3)nc2N(CCC#N)C1=O	5.4	*
CC1=Nc2cnc(OCc3ccccc3)nc2N(CCc4ccccc4)C1=O	4.6	*
CC1=Nc2cncnc2N(C1=O)c3ccccc3	4.9	*
CC1=Nc2cncnc2N(C3CC3)C1=O	4.8	*
CC1=Nc2cncnc2N(Cc3ccc(F)cc3)C1=O	4.8	*
CC1=Nc2cncnc2N(Cc3ccccc3Cl)C1=O	4.8	*
CC1=NCCc2c1[nH]c3cc(O)ccc23	4.7	*
CC1=NN(C(=O)/C/1=C/c2cccs2)c3ccc(Br)cc3	4.65	*
CC1=NN(C(=O)/C/1=N\Nc2cccc(c2O)c3cccc(c3)C(=O)O)c4ccc(C)c(C)c4	*	6.16
CC1=NN(C(=O)C1)c2ccccc2	4.6	*
CC1=NN(C(=O)C1C(C2C(=NN(C2=O)c3ccc(C)cc3C)C)c4ccccc4)c5ccc(C)cc5C	4.95	*
CC1=NN(C(=O)c2ccncc2)C(=O)[C@@H]1N=Nc3ccc4ccccc4c3	5.4	*
CC1=NN=C(c2ccc(N)cc2)c3cc4OCOc4cc3C1	4.9	*
CC1=NN=C(SCC(=O)NCC2CCCCC2)N(N)C1=O	4.6	*
CC1=NNC(=O)C=C1c2ccc(OC3CCN(CC3)C4CCC4)cc2	*	5.16
CC1=NNC(=O)C1CCC(=O)N\N=C/c2ccccc2[N+](=O)[O-]	4.75	*
CC1=NOC(=O)/C/1=C\c2oc(cc2)c3ccc(Cl)cc3Cl	4.75	*
CC1=NS(=O)(=O)c2cc(Cl)ccc2N1	4.7	*
CC12C3C(C(c4ccccc14)c5ccccc25)C(=O)N(Cc6cccnc6)C3=O	5.8	*
CC12C3CCC(O3)C1(C)C(=O)OC2=O	5.5	*
CC12CC(C)(C(CC1=O)\C=C\c3ccccc3)C(=C2)\C=C\C=C\c4ccccc4	5.4	*
CC12CC(C)(C(CC1=O)c3ccc(Br)cc3)C(=C2)\C=C\c4ccc(Br)cc4	5.4	*
CC12CC(C)(C(CC1=O)c3ccc(cc3)C(F)(F)F)C(=C2)\C=C\c4ccc(cc4)C(F)(F)F	5.4	*
CC12CC(C)(C(CC1=O)c3ccccc3)C(=C2)\C=C\c4ccccc4	5.5	*
CC12CCC3C(=CCc4cc(O)ccc34)C1CCC2=O	4.4	*
CC12COC3(CC1CCC23C)C(=O)Nc4nccs4	4.85	*
CC12CS(=O)(=O)CC1SC(=S)N2c3ccccn3	4.75	*
Cc1c(\C=C\2/SC(=O)N(CC(=O)Nc3ccc4OCOc4c3)C2=O)c5ccccc5n1C	6.7	*
Cc1c(\C=N\NC(=O)c2ccc3OCOc3c2)cnn1C	4.65	*
Cc1c(\N=C\c2occc2)n(Cc3ccccc3)c4ccccc14	5.15	*
Cc1c(C(=O)c2ccc3ccccc3c2)c4cccc5OC[C@@H](CN6CCOCC6)n1c45	5.1	*
Cc1c(C(=O)c2cccc3ccccc23)c4cccc5OC[C@@H](CN6CCOCC6)n1c45.CS(=O)(=O)O	5.9	*
Cc1c(C(=O)O)c(O)cc2C(=O)c3c(O)c(O)c([C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c(O)c3C(=O)c12	5	*
Cc1c(C(=O)O)c(O)cc2C(=O)c3c(O)c(O)c(O[C@H]4OC(CO)C(O)C(O)C4O)c(O)c3C(=O)c12	4.8	*
Cc1c(C)c2O[C@@](C)(CCc2c(C)c1O)C(=O)O	4.9	*
Cc1c(C)c2O[C@](C)(CN3CCN(CC3)c4cc(nc(n4)N5CCCC5)N6CCCC6)CCc2c(C)c1O	5.6	*
Cc1c(C)n(C)c2ccc(cc12)C(=O)Nc3cccc4ccccc34	4.85	*
Cc1c(C)n(Cc2ccccc2)c3ncnc(OC4CCN(Cc5cscn5)CC4)c13	*	5.6
Cc1c(C=O)c2ccccn2c1C(=O)c3ccncc3	5	*
Cc1c(CC(C)(C)C(=O)O)n(Cc2ccc(Cl)cc2)c3ccc(F)cc13	4.6	*
Cc1c(cc(c2ccccc2)n1C)C(=O)NCCCN3CCN(CC3)c4cccc(Cl)c4Cl	*	6.85
Cc1c(cc(c2cccnc2)n1C)C(=O)NCCCN3CCN(CC3)c4cccc(Cl)c4Cl	*	5.17
Cc1c(CC2=NN(Cc3ccc(F)cc3F)C(=O)C=C2)c4cc(F)ccc4n1CC(=O)O	4.8	*
Cc1c(CCC2CCN(CC2)C(=O)Cc3ccc(cc3)n4cnnn4)ccc5C(=O)OCc15	*	5.23
Cc1c(cccc1[N+](=O)[O-])C(=O)NCCC2=CCCCC2	4.85	*
Cc1c(cccc1N=C=O)N=C=O	4.8	*
Cc1c(CCN2CCN(CC2)C(=O)Cc3ccc(cc3)n4cnnn4)ccc5C(=O)OCc15	*	4.7
Cc1c(CCN2CCN(CC2)C(=O)Cc3ccc(cn3)n4cnnn4)ccc5C(=O)OCc15	*	4.48
Cc1c(CCN2CCN(CC2)C(=O)Cc3ccc(nc3)n4cnnn4)ccc5C(=O)OCc15	*	4.54
Cc1c(CCN2CCN(CC2)C(=O)Cc3cnc(cn3)n4cnnn4)ccc5C(=O)OCc15	*	4.92
Cc1c(CCN2CCN(CC2)C(=O)Cc3cncc(c3)n4cnnn4)ccc5C(=O)OCc15	*	4.68
Cc1c(CCN2CCNCC2)ccc3cc(F)ccc13	*	5
Cc1c(Cl)c(ccc1OC2CCN(CC3CCN(CC3)[C@@H](Cc4ccc(F)cc4)C(=O)O)CC2)C#N	*	4.8
Cc1c(Cl)c(nn1Cc2oc(cc2)C(=O)N\N=C/c3cc(Cl)ccc3O)[N+](=O)[O-]	5.65	*
Cc1c(Cl)c(nn1Cc2oc(cc2)C(=O)N\N=C/c3cccc(Br)c3)[N+](=O)[O-]	5.4	*
Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)C3=CNC(=O)C=C3C(F)(F)F)CC2)c1Cl	*	5.3
Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]nc3C(F)(F)F)CC2)c1Cl	*	5.7
Cc1c(Cl)ccc(OC2CCN(CC2)C3CCN(CC3)S(=O)(=O)NC(=O)c4ccccc4)c1Cl	*	5.4
Cc1c(Cl)cccc1NC(=O)C[C@H]2Sc3ccccc3NC2=O	5.4	*
Cc1c(Cl)cccc1NC(=O)c2ccc(nc2)n3ccnc3	7.4	*
Cc1c(Cl)cccc1NC(=O)CC2NCCNC2=O	4.7	*
Cc1c(Cl)cccc1Nc2ccccc2C(=O)O	4.8	*
Cc1c(Cl)cnc(NC(=O)COC(=O)CCS(=O)(=O)c2ccccc2)c1Cl	4.8	*
Cc1c(Cl)nc(OC[C@H]2C[C@@H]2c3ccccn3)nc1NCc4cnn(C)c4	5.42	*
Cc1c(CN([C@@H]2CCNC2)S(=O)(=O)C)ccc3cc(F)ccc13	*	5.8
Cc1c(CN(C2CC2)C(=O)[C@H]3CNCC[C@@]34OCc5cc(F)c(F)cc45)cccc1C(F)(F)F	5.64	5.19
Cc1c(CN(C2CCOCC2)[C@H]3CCNC3)cccc1C(F)(F)F	*	5.54
Cc1c(CN[C@H]2CC[C@@H](F)C2)nn(CCC#N)c1c3cc(F)cc(F)c3	*	5.02
Cc1c(CNC2CCCC2)nn(c1c3ccc(Cl)nc3)c4ncccc4Cl	*	5.57
Cc1c(CNC2CCCC2)nn(c1c3cccnc3)c4ncccc4Cl	*	4.64
Cc1c(CNC2CCCC2)nn(c3ccc(Cl)cc3Cl)c1c4ccc(Cl)cc4	*	7.64
Cc1c(CNC2CCCC2)nn(c3ccc(Cl)cc3Cl)c1c4cccnc4	*	5.54
Cc1c(cnn1C)c2c3CCCCCCc3nc(N)c2C#N	5.1	*
Cc1c(F)cncc1c2nc3cc(F)c(F)cc3n2C4CC4	5.08	*
Cc1c(N)cccc1N	4.8	*
Cc1c(NC(=O)c2ccc(cc2)C(C)(C)C)cccc1c3nc(Nc4ccc(cc4)C(=O)N5CCOCC5)c6nc[nH]c6n3	5.01	*
Cc1c(NC(=O)c2ccccc2Cl)c3c(cc1N4CCCC4)C(C)(C)CC3(C)C	6.2	*
Cc1c(NC(=O)CCCOc2ccccc2)cccc1[N+](=O)[O-]	4.85	*
Cc1c(NC(=O)OC[C@@H]2COCCN2)cn3ncnc(Nc4ccc5c(cnn5Cc6cccc(F)c6)c4)c13	4.92	5.4
CC1C(NC(C(C)C1=NO)c2ccc(C)cc2)c3ccc(C)cc3	4.85	*
CC1C(NC(C(C)C1=NO)c2ccc(cc2)N(C)C)c3ccc(cc3)N(C)C	5	*
Cc1c(ncn1Cc2cccc(c2)C(F)(F)F)C(=O)Nc3ccn(C)n3	*	4.54
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4	*	5.32
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(I)cc3)C(=O)NN4CCCCC4	5	*
Cc1c(nn(c2ccc(O)cc2)c1c3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc5	5.5	*
Cc1c(nnn1c2nonc2N)C(=O)N3CCCCCC3	4.95	*
Cc1c(O)c(O)cc2c3C(=O)Oc4ccccc4c3oc12	4.7	*
